stock_id,especie,zona,regiones,year,semester,year_label,ssb_t,biomass_total_t,recruits_mil_ind
sardina_comun_cs,Sardina común,Centro-sur,Valparaíso-Los Lagos,2012,1,2012,1204910.0,2827860.0,520474.0
sardina_comun_cs,Sardina común,Centro-sur,Valparaíso-Los Lagos,2013,1,2013,1175990.0,1964450.0,102296.0
sardina_comun_cs,Sardina común,Centro-sur,Valparaíso-Los Lagos,2014,1,2014,947671.0,3293390.0,296521.0
sardina_comun_cs,Sardina común,Centro-sur,Valparaíso-Los Lagos,2015,1,2015,1351900.0,2367710.0,256101.0
sardina_comun_cs,Sardina común,Centro-sur,Valparaíso-Los Lagos,2016,1,2016,1115690.0,2042920.0,114967.0
sardina_comun_cs,Sardina común,Centro-sur,Valparaíso-Los Lagos,2017,1,2017,913928.0,2825190.0,247516.0
sardina_comun_cs,Sardina común,Centro-sur,Valparaíso-Los Lagos,2018,1,2018,970309.0,2744660.0,295642.0
sardina_comun_cs,Sardina común,Centro-sur,Valparaíso-Los Lagos,2019,1,2019,1442440.0,2023000.0,93322.8
sardina_comun_cs,Sardina común,Centro-sur,Valparaíso-Los Lagos,2020,1,2020,975757.0,1640530.0,84706.5
sardina_comun_cs,Sardina común,Centro-sur,Valparaíso-Los Lagos,2021,1,2021,638556.0,1861980.0,224209.0
sardina_comun_cs,Sardina común,Centro-sur,Valparaíso-Los Lagos,2022,1,2022,1084250.0,1904580.0,97278.3
sardina_comun_cs,Sardina común,Centro-sur,Valparaíso-Los Lagos,2023,1,2023,865074.0,2020400.0,133082.0
sardina_comun_cs,Sardina común,Centro-sur,Valparaíso-Los Lagos,2024,1,2024,702558.0,1077300.0,57222.7
sardina_comun_cs,Sardina común,Centro-sur,Valparaíso-Los Lagos,2025,1,2025,504822.0,1296690.0,122671.0
