"stock_id","scenario","window","n_models","mean_pct_change","var_within_avg","var_between","var_total","pct_within","pct_between","sd_within","sd_between","sd_total","stock_label","scenario_key","scenario_label"
"anchoveta_cs","ssp245","mid",5,-0.480324595869046,0.0206706446584628,0.0117298851203917,0.0324005297788544,0.637972428214833,0.362027571785167,0.143772892641356,0.108304594179525,0.180001471601913,"Anchoveta CS","ssp245_mid","SSP2-4.5, 2041-2060"
"anchoveta_cs","ssp245","end",5,-0.649069112379755,0.0334501483521176,0.0205170518650354,0.053967200217153,0.619823674704654,0.380176325295346,0.182893817151148,0.143237745950694,0.232308416156525,"Anchoveta CS","ssp245_end","SSP2-4.5, 2081-2100"
"anchoveta_cs","ssp585","mid",6,-0.584096830534576,0.0241547404481324,0.0111568409306236,0.035311581378756,0.684045842893467,0.315954157106533,0.155417954072663,0.105625948188045,0.187913760482717,"Anchoveta CS","ssp585_mid","SSP5-8.5, 2041-2060"
"anchoveta_cs","ssp585","end",6,-0.831242343958033,0.110994581536246,0.0035885311399615,0.114583112676207,0.96868184974079,0.0313181502592104,0.333158493117383,0.0599043499252057,0.338501274260832,"Anchoveta CS","ssp585_end","SSP5-8.5, 2081-2100"
"sardina_comun_cs","ssp245","mid",5,-0.776850517176215,0.00263118894042157,0.0270726280036626,0.0297038169440842,0.088580836105159,0.911419163894841,0.0512951161459019,0.164537618809993,0.172347953118348,"Sardine CS","ssp245_mid","SSP2-4.5, 2041-2060"
"sardina_comun_cs","ssp245","end",5,-0.942116609107565,0.00091793074209368,0.00313743899137374,0.00405536973346742,0.226349458230244,0.773650541769756,0.0302973718677657,0.056012846663723,0.0636817849425361,"Sardine CS","ssp245_end","SSP2-4.5, 2081-2100"
"sardina_comun_cs","ssp585","mid",6,-0.866950727304055,0.00193758209536046,0.0130552350993078,0.0149928171946683,0.129234023879748,0.870765976120252,0.0440179746848996,0.114259507697643,0.122445159947906,"Sardine CS","ssp585_mid","SSP5-8.5, 2041-2060"
"sardina_comun_cs","ssp585","end",6,-0.994733651831743,6.05910589745721e-05,4.21831168509106e-05,0.000102774175825483,0.58955528942854,0.41044471057146,0.00778402588475733,0.00649485310464452,0.0101377599017477,"Sardine CS","ssp585_end","SSP5-8.5, 2081-2100"
