anio,nui,nm_unidad,rg,trim,mes,cd_recurso,nm_recurso,nm_grupo,cd_linea,nm_linea,tipo_mp,mp_sin_elaborar,mp_semi_elaborada,mp_total,produccion,clase_industria
2023,90071,PLANTA,8,1,2,234,JUREL,PECES,L8,CONSERVA,1,7450.758,0,7450.758,2767.284,HUMANO
2022,4154,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,3135.24,0,3135.24,2764.38,HUMANO
2012,90099,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L9,HARINA,1,14876.0,0,14876.0,2761.0,ANIMAL
2021,2989,PLANTA,8,1,1,234,JUREL,PECES,L3,CONGELADO,1,2760.63,0,2760.63,2760.63,HUMANO
2024,90204,PLANTA,15,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,12454.211,0,12454.211,2757.028,ANIMAL
2015,90073,PLANTA,8,2,4,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,2756.712,0,2756.712,2756.6309999999994,HUMANO
2022,90099,PLANTA,8,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,13782.287,0,13782.287,2755.184,ANIMAL
2019,14815,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,13650.109999999997,0,13650.109999999997,2753.4599999999996,ANIMAL
2016,15232,PLANTA,2,2,4,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,2749.0,ANIMAL
2021,15219,PLANTA,8,4,12,234,JUREL,PECES,L3,CONGELADO,1,2827.979,0,2827.979,2747.02,HUMANO
2020,15232,PLANTA,2,2,5,205,ANCHOVETA,PECES,L9,HARINA,1,12200.064999999999,0,12200.064999999999,2746.494,ANIMAL
2018,13476,PLANTA,8,1,2,234,JUREL,PECES,L9,HARINA,1,10949.636,0,10949.636,2735.498,ANIMAL
2021,4154,PLANTA,8,2,5,234,JUREL,PECES,L3,CONGELADO,1,3228.0399999999995,0,3228.0399999999995,2732.859999999999,HUMANO
2017,90071,PLANTA,8,2,6,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,2695.0,0,2695.0,2732.0,HUMANO
2012,90204,PLANTA,15,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,11286.0,0,11286.0,2728.0,ANIMAL
2012,10973,PLANTA,8,4,11,276,SARDINA COMUN,PECES,L9,HARINA,1,11675.0,0,11675.0,2728.0,ANIMAL
2024,14815,PLANTA,8,4,12,234,JUREL,PECES,L8,CONSERVA,1,7839.693,0,7839.693,2723.16,HUMANO
2014,90157,PLANTA,1,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,13112.38,0,13112.38,2716.05496,ANIMAL
2013,10951,PLANTA,8,1,2,234,JUREL,PECES,L3,CONGELADO,1,3053.6890000000003,0,3053.6890000000003,2715.4799999999996,HUMANO
2018,10985,PLANTA,8,1,1,234,JUREL,PECES,L3,CONGELADO,1,2715.14,0,2715.14,2715.14,HUMANO
2019,28064,PLANTA,3,1,1,205,ANCHOVETA,PECES,L9,HARINA,1,13129.710000000003,0,13129.710000000003,2713.4799999999996,ANIMAL
2022,10973,PLANTA,8,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,12193.328,0,12193.328,2712.741,ANIMAL
2015,90073,PLANTA,8,3,8,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,2709.2770980000005,0,2709.2770980000005,2709.5459999999994,HUMANO
2020,90157,PLANTA,1,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,12791.3,0,12791.3,2709.391,ANIMAL
2012,2989,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,2715.0,0,2715.0,2708.0,HUMANO
2021,10973,PLANTA,8,2,5,205,ANCHOVETA,PECES,L9,HARINA,1,11852.128999999997,0,11852.128999999997,2706.304,ANIMAL
2013,90205,PLANTA,15,4,11,205,ANCHOVETA,PECES,L9,HARINA,1,11596.499,0,11596.499,2696.62,ANIMAL
2020,14815,PLANTA,8,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,13659.577000000003,0,13659.577000000003,2692.476,ANIMAL
2017,90204,PLANTA,15,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,12046.0,0,12046.0,2689.0,ANIMAL
2015,90205,PLANTA,15,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,11570.648,0,11570.648,2688.948,ANIMAL
2022,14815,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,14579.232,0,14579.232,2682.436,ANIMAL
2020,13476,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L9,HARINA,1,13790.456999999999,0,13790.456999999999,2681.784,ANIMAL
2014,15232,PLANTA,2,4,12,205,ANCHOVETA,PECES,L9,HARINA,1,11223.390000000001,0,11223.390000000001,2681.4806500000004,ANIMAL
2017,90157,PLANTA,1,2,5,205,ANCHOVETA,PECES,L9,HARINA,1,13267.0,0,13267.0,2667.0,ANIMAL
2012,2743,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L9,HARINA,1,14134.0,0,14134.0,2656.0,ANIMAL
2022,18478,PLANTA,1,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,12995.446,0,12995.446,2654.496,ANIMAL
2014,13476,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,14728.1,0,14728.1,2653.7664799999993,ANIMAL
2015,14837,PLANTA,14,1,2,276,SARDINA COMUN,PECES,L9,HARINA,1,13329.405999999999,0,13329.405999999999,2652.5470000000005,ANIMAL
2015,18478,PLANTA,1,3,8,205,ANCHOVETA,PECES,L9,HARINA,1,11534.608000000006,0,11534.608000000006,2644.781,ANIMAL
2023,13476,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2644.716,ANIMAL
2015,90205,PLANTA,15,3,8,205,ANCHOVETA,PECES,L9,HARINA,1,11418.741,0,11418.741,2638.299,ANIMAL
2012,14837,PLANTA,14,2,5,276,SARDINA COMUN,PECES,L9,HARINA,1,13048.0,0,13048.0,2634.0,ANIMAL
2021,4154,PLANTA,8,1,3,234,JUREL,PECES,L3,CONGELADO,1,2872.31,0,2872.31,2633.0899999999997,HUMANO
2020,15232,PLANTA,2,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,11582.915,0,11582.915,2630.57,ANIMAL
2012,90073,PLANTA,8,1,3,234,JUREL,PECES,L8,CONSERVA,1,5582.0,0,5582.0,2630.0,HUMANO
2018,90157,PLANTA,1,2,4,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,2628.49,ANIMAL
2024,13476,PLANTA,8,1,3,234,JUREL,PECES,L9,HARINA,1,9308.235,0,9308.235,2628.237,ANIMAL
2023,14837,PLANTA,14,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,12395.457,0,12395.457,2627.804,ANIMAL
2018,4145,PLANTA,13,1,2,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2626.7189999999996,ANIMAL
2012,15219,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,2653.0,0,2653.0,2612.0,HUMANO
2019,92074,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,11587.740000000002,0,11587.740000000002,2608.5099999999993,ANIMAL
2013,90073,PLANTA,8,1,3,234,JUREL,PECES,L8,CONSERVA,1,5140.913,0,5140.913,2606.8639999999996,HUMANO
2016,90071,PLANTA,8,2,6,234,JUREL,PECES,L3,CONGELADO,1,2639.0,0,2639.0,2606.0,HUMANO
2015,90073,PLANTA,8,2,5,234,JUREL,PECES,L8,CONSERVA,1,2791.4419999999996,0,2791.4419999999996,2604.2669999999994,HUMANO
2014,10973,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L9,HARINA,1,12342.264,0,12342.264,2603.96101,ANIMAL
2020,90204,PLANTA,15,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,11288.256,0,11288.256,2603.792,ANIMAL
2012,90099,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,13373.0,0,13373.0,2592.0,ANIMAL
2019,90204,PLANTA,15,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,11745.95,0,11745.95,2588.3200000000006,ANIMAL
2022,14815,PLANTA,8,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,14006.838,0,14006.838,2584.841,ANIMAL
2014,10985,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,2959.8,0,2959.8,2584.66,HUMANO
2018,13476,PLANTA,8,2,5,234,JUREL,PECES,L9,HARINA,1,10614.396999999999,0,10614.396999999999,2582.4659999999994,ANIMAL
2024,13476,PLANTA,8,2,5,234,JUREL,PECES,L9,HARINA,1,9106.494,0,9106.494,2572.866,ANIMAL
2017,90073,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,13632.0,0,13632.0,2561.0,ANIMAL
2019,90071,PLANTA,8,3,7,234,JUREL,PECES,L3,CONGELADO,1,2682.1400000000003,0,2682.1400000000003,2553.7999999999993,HUMANO
2014,14837,PLANTA,14,1,2,276,SARDINA COMUN,PECES,L9,HARINA,1,12416.102999999997,0,12416.102999999997,2551.1892199999998,ANIMAL
2014,15232,PLANTA,2,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,11175.163,0,11175.163,2548.51877,ANIMAL
2023,92074,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L9,HARINA,1,11351.593,0,11351.593,2543.445,ANIMAL
2014,15232,PLANTA,2,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,10647.720000000001,0,10647.720000000001,2542.7999999999997,ANIMAL
2019,14837,PLANTA,14,2,4,276,SARDINA COMUN,PECES,L9,HARINA,1,11974.369999999999,0,11974.369999999999,2542.55,ANIMAL
2014,90073,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L9,HARINA,1,12693.346000000001,0,12693.346000000001,2540.3129999999996,ANIMAL
2017,10951,PLANTA,8,2,6,234,JUREL,PECES,L3,CONGELADO,1,2540.0,0,2540.0,2540.0,HUMANO
2013,90073,PLANTA,8,1,1,234,JUREL,PECES,L8,CONSERVA,1,6106.263,0,6106.263,2536.493,HUMANO
2022,13476,PLANTA,8,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,12078.883,0,12078.883,2525.465,ANIMAL
2021,10973,PLANTA,8,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,11434.629000000003,0,11434.629000000003,2518.826,ANIMAL
2018,90073,PLANTA,8,2,6,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,2514.013,0,2514.013,2514.3190000000004,HUMANO
2012,90035,PLANTA,4,1,2,234,JUREL,PECES,L8,CONSERVA,1,4098.0,0,4098.0,2509.0,HUMANO
2017,90073,PLANTA,8,2,4,234,JUREL,PECES,L8,CONSERVA,1,2507.0,0,2507.0,2507.0,HUMANO
2012,90204,PLANTA,15,1,2,205,ANCHOVETA,PECES,L9,HARINA,1,11087.0,0,11087.0,2506.0,ANIMAL
2013,90204,PLANTA,15,1,2,205,ANCHOVETA,PECES,L9,HARINA,1,11023.415,0,11023.415,2501.69,ANIMAL
2016,90071,PLANTA,8,1,2,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,2499.0,0,2499.0,2499.0,HUMANO
2018,2989,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L2,FRESCO ENFRIADO,1,2491.425,0,2491.425,2491.367,HUMANO
2014,10973,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2489.8101300000003,ANIMAL
2024,4154,PLANTA,8,3,8,234,JUREL,PECES,L3,CONGELADO,1,2583.88,0,2583.88,2486.26,HUMANO
2022,4154,PLANTA,8,3,7,234,JUREL,PECES,L3,CONGELADO,1,3110.45,0,3110.45,2485.69,HUMANO
2014,14815,PLANTA,8,2,6,276,SARDINA COMUN,PECES,L9,HARINA,1,12193.547000000002,0,12193.547000000002,2483.16615,ANIMAL
2022,14815,PLANTA,8,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,12466.674,0,12466.674,2479.528,ANIMAL
2021,15232,PLANTA,2,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,11082.972000000002,0,11082.972000000002,2477.4990000000003,ANIMAL
2021,15232,PLANTA,2,2,5,205,ANCHOVETA,PECES,L9,HARINA,1,10900.009000000002,0,10900.009000000002,2475.8250000000007,ANIMAL
2015,90204,PLANTA,15,4,11,205,ANCHOVETA,PECES,L9,HARINA,1,10857.878,0,10857.878,2474.933,ANIMAL
2019,14837,PLANTA,14,1,2,276,SARDINA COMUN,PECES,L9,HARINA,1,11544.529999999999,0,11544.529999999999,2469.61,ANIMAL
2013,90073,PLANTA,8,1,2,234,JUREL,PECES,L8,CONSERVA,1,5215.843000000001,0,5215.843000000001,2466.3360000000002,HUMANO
2013,90157,PLANTA,1,3,9,205,ANCHOVETA,PECES,L9,HARINA,1,11195.684000000001,0,11195.684000000001,2465.95725,ANIMAL
2024,14837,PLANTA,14,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,12157.927,0,12157.927,2465.492,ANIMAL
2023,15232,PLANTA,2,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,10644.614,0,10644.614,2460.451,ANIMAL
2014,14815,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2459.741301,ANIMAL
2014,15219,PLANTA,8,2,4,234,JUREL,PECES,L9,HARINA,1,9865.789,0,9865.789,2459.17805,ANIMAL
2014,14815,PLANTA,8,3,7,276,SARDINA COMUN,PECES,L9,HARINA,1,12228.086000000001,0,12228.086000000001,2457.2835,ANIMAL
2018,90099,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,13320.635,0,13320.635,2455.4560000000006,ANIMAL
2013,90205,PLANTA,15,1,2,205,ANCHOVETA,PECES,L9,HARINA,1,10581.911,0,10581.911,2455.4421,ANIMAL
2016,90071,PLANTA,8,2,5,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,2454.0,0,2454.0,2454.0,HUMANO
2016,90073,PLANTA,8,1,3,234,JUREL,PECES,L8,CONSERVA,1,2454.0,0,2454.0,2454.0,HUMANO
2018,90157,PLANTA,1,2,6,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,2452.714,ANIMAL
2020,14815,PLANTA,8,2,5,205,ANCHOVETA,PECES,L9,HARINA,1,11531.981999999993,0,11531.981999999993,2445.789,ANIMAL
2018,90157,PLANTA,1,3,8,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,2445.374,ANIMAL
2019,90073,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,12623.74,0,12623.74,2442.0699999999993,ANIMAL
2023,92074,PLANTA,8,1,2,234,JUREL,PECES,L9,HARINA,1,9076.055,0,9076.055,2438.712,ANIMAL
2014,90099,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,15853.023999999998,0,15853.023999999998,2435.7316,ANIMAL
2016,4366,PLANTA,8,4,10,234,JUREL,PECES,L3,CONGELADO,1,2506.0,0,2506.0,2433.0,HUMANO
2020,4366,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,2475.19,0,2475.19,2432.86,HUMANO
2016,10951,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,2431.0,0,2431.0,2431.0,HUMANO
2023,15219,PLANTA,8,4,12,234,JUREL,PECES,L9,HARINA,1,10116.512,0,10116.512,2426.862,ANIMAL
2014,90205,PLANTA,15,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,10219.55,0,10219.55,2425.7,ANIMAL
2018,10951,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,11873.893,0,11873.893,2425.351999999998,ANIMAL
2015,10951,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,2421.5,0,2421.5,2421.5,HUMANO
2019,10973,PLANTA,8,4,11,276,SARDINA COMUN,PECES,L9,HARINA,1,8581.250000000002,0,8581.250000000002,2420.6549999999993,ANIMAL
2017,90073,PLANTA,8,3,7,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,2419.0,0,2419.0,2419.0,HUMANO
2017,15232,PLANTA,2,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,10794.0,0,10794.0,2416.0,ANIMAL
2014,90204,PLANTA,15,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,10359.973,0,10359.973,2415.2792,ANIMAL
2021,2989,PLANTA,8,1,2,234,JUREL,PECES,L3,CONGELADO,1,2410.5259999999994,0,2410.5259999999994,2410.5259999999994,HUMANO
2016,14837,PLANTA,14,1,2,276,SARDINA COMUN,PECES,L9,HARINA,1,11209.0,0,11209.0,2410.0,ANIMAL
2023,90158,PLANTA,1,2,4,234,JUREL,PECES,L9,HARINA,1,10216.985,0,10216.985,2408.931,ANIMAL
2024,90073,PLANTA,8,3,8,234,JUREL,PECES,L3,CONGELADO,1,2439.8,0,2439.8,2408.48,HUMANO
2018,4145,PLANTA,13,3,9,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2406.7440000000006,ANIMAL
2012,15219,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,12043.0,0,12043.0,2406.0,ANIMAL
2022,13476,PLANTA,8,1,2,234,JUREL,PECES,L9,HARINA,1,8462.663,0,8462.663,2395.993,ANIMAL
2013,18478,PLANTA,1,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,9685.598000000002,0,9685.598000000002,2389.5198000000005,ANIMAL
2018,4145,PLANTA,13,2,6,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2384.7450000000003,ANIMAL
2021,4154,PLANTA,8,1,2,234,JUREL,PECES,L3,CONGELADO,1,2512.3900000000003,0,2512.3900000000003,2383.17,HUMANO
2012,90158,PLANTA,1,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,10738.0,0,10738.0,2383.0,ANIMAL
2016,90157,PLANTA,1,2,6,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,2382.0,ANIMAL
2018,15219,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,11978.103,0,11978.103,2377.5319999999997,ANIMAL
2017,90205,PLANTA,15,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,10812.0,0,10812.0,2374.0,ANIMAL
2022,28064,PLANTA,3,2,5,205,ANCHOVETA,PECES,L9,HARINA,1,11811.016,0,11811.016,2372.62,ANIMAL
2015,90158,PLANTA,1,3,8,205,ANCHOVETA,PECES,L9,HARINA,1,10931.993000000002,0,10931.993000000002,2371.832,ANIMAL
2014,90071,PLANTA,8,2,4,234,JUREL,PECES,L8,CONSERVA,1,5612.299311,0,5612.299311,2370.8830000000003,HUMANO
2017,90073,PLANTA,8,2,5,234,JUREL,PECES,L8,CONSERVA,1,2368.0,0,2368.0,2368.0,HUMANO
2024,90204,PLANTA,15,2,4,234,JUREL,PECES,L9,HARINA,1,9788.927,0,9788.927,2366.743,ANIMAL
2019,90071,PLANTA,8,2,6,234,JUREL,PECES,L3,CONGELADO,1,2521.33,0,2521.33,2366.619999999999,HUMANO
2015,90158,PLANTA,1,4,11,205,ANCHOVETA,PECES,L9,HARINA,1,11441.653999999999,0,11441.653999999999,2360.94,ANIMAL
2024,90204,PLANTA,15,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,10428.425,0,10428.425,2358.146,ANIMAL
2016,90071,PLANTA,8,2,6,234,JUREL,PECES,L8,CONSERVA,1,2351.0,0,2351.0,2358.0,HUMANO
2015,90073,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,11520.294,0,11520.294,2357.143,ANIMAL
2012,90071,PLANTA,8,1,3,234,JUREL,PECES,L3,CONGELADO,1,2828.0,0,2828.0,2356.0,HUMANO
2018,10985,PLANTA,8,1,3,234,JUREL,PECES,L3,CONGELADO,1,2355.8400000000006,0,2355.8400000000006,2355.8400000000006,HUMANO
2021,13476,PLANTA,8,1,3,234,JUREL,PECES,L9,HARINA,1,8410.964,0,8410.964,2354.534,ANIMAL
2020,90204,PLANTA,15,4,12,205,ANCHOVETA,PECES,L9,HARINA,1,10133.229000000001,0,10133.229000000001,2348.04,ANIMAL
2012,13702,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,14061.0,0,14061.0,2348.0,ANIMAL
2019,90157,PLANTA,1,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,11827.370000000003,0,11827.370000000003,2345.83,ANIMAL
2022,15232,PLANTA,2,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,10797.668,0,10797.668,2341.943,ANIMAL
2019,90071,PLANTA,8,1,1,234,JUREL,PECES,L8,CONSERVA,1,6262.779999999999,0,6262.779999999999,2334.6099999999997,HUMANO
2021,10951,PLANTA,8,1,1,234,JUREL,PECES,L3,CONGELADO,1,2329.324,0,2329.324,2329.194,HUMANO
2014,90073,PLANTA,8,2,5,234,JUREL,PECES,L8,CONSERVA,1,5335.489967,0,5335.489967,2326.3509999999997,HUMANO
2018,90205,PLANTA,15,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,10271.949,0,10271.949,2323.1169999999997,ANIMAL
2018,90071,PLANTA,8,2,4,234,JUREL,PECES,L8,CONSERVA,1,2478.122821,0,2478.122821,2309.7510000000007,HUMANO
2016,90071,PLANTA,8,3,8,234,JUREL,PECES,L8,CONSERVA,1,2305.0,0,2305.0,2304.0,HUMANO
2014,90158,PLANTA,1,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,10825.537999999999,0,10825.537999999999,2303.4599999999996,ANIMAL
2015,10951,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L9,HARINA,1,11190.82,0,11190.82,2298.694,ANIMAL
2014,14837,PLANTA,14,1,3,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2293.5251499999995,ANIMAL
2014,14837,PLANTA,14,4,11,276,SARDINA COMUN,PECES,L9,HARINA,1,10724.679999999995,0,10724.679999999995,2292.98515,ANIMAL
2021,90073,PLANTA,8,1,1,234,JUREL,PECES,L8,CONSERVA,1,5945.192,0,5945.192,2292.278,HUMANO
2016,90071,PLANTA,8,1,2,234,JUREL,PECES,L8,CONSERVA,1,2288.0,0,2288.0,2288.0,HUMANO
2022,90158,PLANTA,1,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,10328.321,0,10328.321,2283.964,ANIMAL
2021,90073,PLANTA,8,2,4,234,JUREL,PECES,L8,CONSERVA,1,6261.2789999999995,0,6261.2789999999995,2283.051,HUMANO
2012,15219,PLANTA,8,4,11,276,SARDINA COMUN,PECES,L9,HARINA,1,12975.0,0,12975.0,2276.0,ANIMAL
2024,14837,PLANTA,14,4,11,276,SARDINA COMUN,PECES,L9,HARINA,1,10737.308,0,10737.308,2262.628,ANIMAL
2015,13476,PLANTA,8,4,11,276,SARDINA COMUN,PECES,L9,HARINA,1,10904.224,0,10904.224,2258.8219999999997,ANIMAL
2015,14815,PLANTA,8,4,11,276,SARDINA COMUN,PECES,L9,HARINA,1,10632.078999999998,0,10632.078999999998,2255.4800000000005,ANIMAL
2013,10973,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,10238.615000000002,0,10238.615000000002,2251.4332299999996,ANIMAL
2015,10973,PLANTA,8,4,11,276,SARDINA COMUN,PECES,L9,HARINA,1,9669.995,0,9669.995,2245.3559999999998,ANIMAL
2018,90157,PLANTA,1,4,11,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,2243.95,ANIMAL
2024,90158,PLANTA,1,1,3,234,JUREL,PECES,L9,HARINA,1,9882.839,0,9882.839,2242.922,ANIMAL
2012,17003,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,12744.0,0,12744.0,2242.0,ANIMAL
2021,92074,PLANTA,8,1,2,234,JUREL,PECES,L9,HARINA,1,8404.743,0,8404.743,2238.956,ANIMAL
2018,92074,PLANTA,8,4,11,276,SARDINA COMUN,PECES,L9,HARINA,1,9530.766,0,9530.766,2235.3729999999996,ANIMAL
2016,14837,PLANTA,14,4,10,276,SARDINA COMUN,PECES,L9,HARINA,1,10033.0,0,10033.0,2232.0,ANIMAL
2024,90099,PLANTA,8,2,4,234,JUREL,PECES,L9,HARINA,1,9484.059,0,9484.059,2229.624,ANIMAL
2016,10951,PLANTA,8,2,6,234,JUREL,PECES,L3,CONGELADO,1,2229.0,0,2229.0,2229.0,HUMANO
2020,90099,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L9,HARINA,1,11557.416000000001,0,11557.416000000001,2226.282,ANIMAL
2022,14837,PLANTA,14,2,6,276,SARDINA COMUN,PECES,L9,HARINA,1,10330.353,0,10330.353,2221.639,ANIMAL
2021,15232,PLANTA,2,4,11,205,ANCHOVETA,PECES,L9,HARINA,1,10329.089000000004,0,10329.089000000004,2215.863,ANIMAL
2012,90073,PLANTA,8,4,11,276,SARDINA COMUN,PECES,L9,HARINA,1,12247.0,0,12247.0,2215.0,ANIMAL
2021,14815,PLANTA,8,2,5,205,ANCHOVETA,PECES,L9,HARINA,1,10542.315,0,10542.315,2214.531000000001,ANIMAL
2017,15232,PLANTA,2,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,9602.0,0,9602.0,2214.0,ANIMAL
2015,14815,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L9,HARINA,1,12443.525999999998,0,12443.525999999998,2211.995,ANIMAL
2019,13476,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,10660.13,0,10660.13,2211.61,ANIMAL
2013,90071,PLANTA,8,2,5,234,JUREL,PECES,L3,CONGELADO,1,2373.6250000000005,0,2373.6250000000005,2209.76,HUMANO
2018,90073,PLANTA,8,2,4,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,2206.554,0,2206.554,2206.8559999999998,HUMANO
2024,92074,PLANTA,8,1,2,234,JUREL,PECES,L9,HARINA,1,8883.797,0,8883.797,2206.231,ANIMAL
2017,13476,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2205.0,ANIMAL
2022,90073,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2204.213,ANIMAL
2023,90071,PLANTA,8,3,7,234,JUREL,PECES,L3,CONGELADO,1,2365.819,0,2365.819,2201.94,HUMANO
2023,90099,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2201.29,ANIMAL
2016,18478,PLANTA,1,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,9684.0,0,9684.0,2200.0,ANIMAL
2019,90073,PLANTA,8,2,4,234,JUREL,PECES,L8,CONSERVA,1,5033.66,0,5033.66,2199.2799999999997,HUMANO
2020,90073,PLANTA,8,2,4,234,JUREL,PECES,L9,HARINA,1,9193.473,0,9193.473,2199.02,ANIMAL
2024,15219,PLANTA,8,3,9,234,JUREL,PECES,L3,CONGELADO,1,2199.689,0,2199.689,2198.92,HUMANO
2017,15232,PLANTA,2,2,4,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,2198.0,ANIMAL
2019,90073,PLANTA,8,2,6,234,JUREL,PECES,L8,CONSERVA,1,5560.909999999999,0,5560.909999999999,2193.9900000000002,HUMANO
2012,18478,PLANTA,1,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,8013.0,0,8013.0,2193.0,ANIMAL
2016,90157,PLANTA,1,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,10367.0,0,10367.0,2193.0,ANIMAL
2019,14815,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L9,HARINA,1,11472.74,0,11472.74,2191.73,ANIMAL
