anio,nui,nm_unidad,rg,trim,mes,cd_recurso,nm_recurso,nm_grupo,cd_linea,nm_linea,tipo_mp,mp_sin_elaborar,mp_semi_elaborada,mp_total,produccion,clase_industria
2014,2068,PLANTA,8,1,1,234,JUREL,PECES,L8,CONSERVA,1,5.0,0,5.0,2.21,HUMANO
2013,4179,PLANTA,15,3,8,205,ANCHOVETA,PECES,L6,SALADO HUMEDO,2,0.0,0,0.0,2.207,HUMANO
2020,90035,PLANTA,4,1,1,278,SARDINA ESPAÑOLA,PECES,L9,HARINA,1,13.961,0,13.961,2.205,ANIMAL
2024,2514,PLANTA,8,1,2,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.201,ANIMAL
2018,92074,PLANTA,8,1,2,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.2,ANIMAL
2024,2989,PLANTA,8,4,12,234,JUREL,PECES,L3,CONGELADO,1,881.205,0,881.205,2.2,HUMANO
2020,90035,PLANTA,4,1,2,278,SARDINA ESPAÑOLA,PECES,L10,ACEITE,2,0.0,0,0.0,2.194,ANIMAL
2018,10951,PLANTA,8,1,3,234,JUREL,PECES,L3,CONGELADO,2,0.0,0,0.0,2.192,HUMANO
2015,14837,PLANTA,14,2,5,234,JUREL,PECES,L9,HARINA,1,11.525,0,11.525,2.19,ANIMAL
2015,15458,PLANTA,8,4,10,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.188,ANIMAL
2018,28064,PLANTA,3,2,4,278,SARDINA ESPAÑOLA,PECES,L10,ACEITE,2,0.0,0,0.0,2.183,ANIMAL
2021,10951,PLANTA,8,4,11,234,JUREL,PECES,L3,CONGELADO,2,0.0,0,0.0,2.177,HUMANO
2014,4098,PLANTA,13,2,5,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.166,ANIMAL
2019,90157,PLANTA,1,2,6,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.165,ANIMAL
2015,90099,PLANTA,8,3,7,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.16,ANIMAL
2019,92547,PLANTA,8,3,7,234,JUREL,PECES,L2,FRESCO ENFRIADO,2,0.0,0,0.0,2.16,HUMANO
2015,90099,PLANTA,8,1,3,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,2.158,ANIMAL
2018,10951,PLANTA,8,4,10,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.153,ANIMAL
2024,15494,PLANTA,8,3,9,234,JUREL,PECES,L3,CONGELADO,2,0.0,0,0.0,2.152,HUMANO
2015,1688,PLANTA,10,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,9.61,0,9.61,2.15,ANIMAL
2020,90204,PLANTA,15,1,3,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.141,ANIMAL
2013,90035,PLANTA,4,1,1,205,ANCHOVETA,PECES,L9,HARINA,1,9.49,0,9.49,2.14,ANIMAL
2013,90099,PLANTA,8,1,2,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.128,ANIMAL
2015,90158,PLANTA,1,2,4,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,2.12,ANIMAL
2022,15494,PLANTA,8,4,12,234,JUREL,PECES,L3,CONGELADO,1,6.23,0,6.23,2.12,HUMANO
2024,11246,PLANTA,11,1,1,234,JUREL,PECES,L3,CONGELADO,2,0.0,0,0.0,2.109,HUMANO
2023,90099,PLANTA,8,3,8,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,2.105,ANIMAL
2020,13476,PLANTA,8,3,7,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.104,ANIMAL
2014,15232,PLANTA,2,2,6,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0935,ANIMAL
2013,4179,PLANTA,15,3,7,205,ANCHOVETA,PECES,L6,SALADO HUMEDO,2,0.0,0,0.0,2.09,HUMANO
2024,2514,PLANTA,8,2,6,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.087,ANIMAL
2022,90035,PLANTA,4,4,11,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.083,ANIMAL
2015,90339,PLANTA,10,1,3,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.082,ANIMAL
2015,28064,PLANTA,3,3,7,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.073,ANIMAL
2022,10951,PLANTA,8,4,11,234,JUREL,PECES,L3,CONGELADO,2,0.0,0,0.0,2.071,HUMANO
2018,90099,PLANTA,8,3,9,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.07,ANIMAL
2019,90157,PLANTA,1,2,5,234,JUREL,PECES,L9,HARINA,1,9.98,0,9.98,2.06,ANIMAL
2015,2743,PLANTA,8,1,3,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.055,ANIMAL
2018,14815,PLANTA,8,1,3,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,1.9598,0,1.9598,2.055,HUMANO
2013,90035,PLANTA,4,4,11,205,ANCHOVETA,PECES,L9,HARINA,1,9.534,0,9.534,2.05,ANIMAL
2015,90339,PLANTA,10,1,2,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.0429999999999997,ANIMAL
2015,28064,PLANTA,3,3,9,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0420000000000003,ANIMAL
2020,92140,PLANTA,4,4,12,234,JUREL,PECES,L3,CONGELADO,1,2.276,0,2.276,2.04,HUMANO
2021,28064,PLANTA,3,1,2,234,JUREL,PECES,L9,HARINA,1,15.105,0,15.105,2.04,ANIMAL
2014,90339,PLANTA,10,4,12,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0387999999999997,ANIMAL
2014,1688,PLANTA,10,3,8,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.03,ANIMAL
2019,15494,PLANTA,8,4,11,234,JUREL,PECES,L3,CONGELADO,2,0.0,0,0.0,2.03,HUMANO
2018,14254,PLANTA,10,3,9,276,SARDINA COMUN,PECES,L9,HARINA,1,18.045,0,18.045,2.026,ANIMAL
2013,90157,PLANTA,1,4,10,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0191900000000005,ANIMAL
2022,90071,PLANTA,8,1,2,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,2.011,0,2.011,2.011,HUMANO
2022,90071,PLANTA,8,1,2,234,JUREL,PECES,L3,CONGELADO,2,0.0,0,0.0,2.011,HUMANO
2020,1688,PLANTA,10,3,7,276,SARDINA COMUN,PECES,L9,HARINA,1,10.114,0,10.114,2.009,ANIMAL
2024,92571,PLANTA,13,3,7,205,ANCHOVETA,PECES,L8,CONSERVA,2,0.0,0,0.0,2.005,HUMANO
2012,18478,PLANTA,1,1,2,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2012,18478,PLANTA,1,4,12,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2012,90204,PLANTA,15,2,6,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2012,90205,PLANTA,15,2,6,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2012,90157,PLANTA,1,2,5,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2012,90158,PLANTA,1,2,5,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2012,21714,PLANTA,15,2,5,205,ANCHOVETA,PECES,L6,SALADO HUMEDO,1,4.0,0,4.0,2.0,HUMANO
2012,21714,PLANTA,15,3,9,205,ANCHOVETA,PECES,L6,SALADO HUMEDO,1,4.0,0,4.0,2.0,HUMANO
2012,21714,PLANTA,15,4,11,205,ANCHOVETA,PECES,L6,SALADO HUMEDO,1,4.0,0,4.0,2.0,HUMANO
2012,15300,PLANTA,2,1,3,234,JUREL,PECES,L3,CONGELADO,1,2.0,0,2.0,2.0,HUMANO
2012,15406,PLANTA,2,2,4,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2012,28064,PLANTA,3,4,11,234,JUREL,PECES,L9,HARINA,1,13.0,0,13.0,2.0,ANIMAL
2012,1127,PLANTA,3,4,10,234,JUREL,PECES,L3,CONGELADO,1,4.0,0,4.0,2.0,HUMANO
2012,1492,PLANTA,3,4,10,234,JUREL,PECES,L8,CONSERVA,2,0.0,0,0.0,2.0,HUMANO
2012,10452,PLANTA,5,2,4,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2012,10452,PLANTA,5,1,3,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2012,10452,PLANTA,5,3,8,278,SARDINA ESPAÑOLA,PECES,L9,HARINA,1,10.0,0,10.0,2.0,ANIMAL
2012,90099,PLANTA,8,1,2,205,ANCHOVETA,PECES,L9,HARINA,1,26.0,0,26.0,2.0,ANIMAL
2012,90099,PLANTA,8,3,8,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2012,90099,PLANTA,8,3,8,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2012,90071,PLANTA,8,3,8,234,JUREL,PECES,L8,CONSERVA,2,0.0,0,0.0,2.0,HUMANO
2012,15219,PLANTA,8,1,2,205,ANCHOVETA,PECES,L9,HARINA,1,11.0,0,11.0,2.0,ANIMAL
2012,15219,PLANTA,8,1,3,234,JUREL,PECES,L2,FRESCO ENFRIADO,2,0.0,0,0.0,2.0,HUMANO
2012,14815,PLANTA,8,2,4,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2012,14815,PLANTA,8,2,5,234,JUREL,PECES,L9,HARINA,1,16.0,0,16.0,2.0,ANIMAL
2012,2421,PLANTA,8,1,2,234,JUREL,PECES,L9,HARINA,1,12.0,0,12.0,2.0,ANIMAL
2012,15458,PLANTA,8,2,4,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2012,15458,PLANTA,8,3,7,234,JUREL,PECES,L9,HARINA,1,9.0,0,9.0,2.0,ANIMAL
2014,10001,PLANTA,15,3,8,205,ANCHOVETA,PECES,L6,SALADO HUMEDO,1,3.529,0,3.529,2.0,HUMANO
2014,90158,PLANTA,1,3,9,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2015,90157,PLANTA,1,3,8,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2016,10001,PLANTA,15,3,8,205,ANCHOVETA,PECES,L6,SALADO HUMEDO,2,0.0,0,0.0,2.0,HUMANO
2016,18478,PLANTA,1,4,11,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2016,18478,PLANTA,1,3,7,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2016,90536,PLANTA,15,2,4,205,ANCHOVETA,PECES,L5,SECO SALADO,2,0.0,0,0.0,2.0,HUMANO
2016,90204,PLANTA,15,3,9,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2016,90157,PLANTA,1,3,8,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2016,90157,PLANTA,1,3,8,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2016,90158,PLANTA,1,4,11,234,JUREL,PECES,L8,CONSERVA,1,7.0,0,7.0,2.0,HUMANO
2016,15300,PLANTA,2,3,7,278,SARDINA ESPAÑOLA,PECES,L3,CONGELADO,1,2.0,0,2.0,2.0,HUMANO
2016,15300,PLANTA,2,3,8,278,SARDINA ESPAÑOLA,PECES,L3,CONGELADO,1,2.0,0,2.0,2.0,HUMANO
2016,15232,PLANTA,2,3,7,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2016,15232,PLANTA,2,4,12,234,JUREL,PECES,L9,HARINA,1,9.0,0,9.0,2.0,ANIMAL
2016,28064,PLANTA,3,3,9,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2016,28064,PLANTA,3,4,11,234,JUREL,PECES,L9,HARINA,1,12.0,0,12.0,2.0,ANIMAL
2016,90035,PLANTA,4,4,10,234,JUREL,PECES,L9,HARINA,1,12.0,0,12.0,2.0,ANIMAL
2016,90035,PLANTA,4,4,11,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2016,90099,PLANTA,8,1,3,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,2.0,ANIMAL
2016,90099,PLANTA,8,4,12,205,ANCHOVETA,PECES,L9,HARINA,1,92.0,0,92.0,2.0,ANIMAL
2016,90099,PLANTA,8,1,3,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,2.0,ANIMAL
2016,10951,PLANTA,8,4,12,234,JUREL,PECES,L9,HARINA,1,19.0,0,19.0,2.0,ANIMAL
2016,10973,PLANTA,8,4,12,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2016,90071,PLANTA,8,1,2,234,JUREL,PECES,L3,CONGELADO,2,0.0,0,0.0,2.0,HUMANO
2016,90071,PLANTA,8,1,2,234,JUREL,PECES,L8,CONSERVA,2,0.0,0,0.0,2.0,HUMANO
2016,15219,PLANTA,8,2,5,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2016,15219,PLANTA,8,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,11.0,0,11.0,2.0,ANIMAL
2016,15219,PLANTA,8,4,12,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2016,2332,PLANTA,8,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,12.0,0,12.0,2.0,ANIMAL
2016,2332,PLANTA,8,2,5,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,2.0,ANIMAL
2016,17003,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L9,HARINA,1,17.0,0,17.0,2.0,ANIMAL
2016,15494,PLANTA,8,3,7,234,JUREL,PECES,L3,CONGELADO,1,2.0,0,2.0,2.0,HUMANO
2016,15494,PLANTA,8,4,10,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,2.0,0,2.0,2.0,HUMANO
2016,90073,PLANTA,8,3,8,234,JUREL,PECES,L8,CONSERVA,2,0.0,0,0.0,2.0,HUMANO
2016,1688,PLANTA,10,1,1,234,JUREL,PECES,L9,HARINA,1,11.0,0,11.0,2.0,ANIMAL
2016,14254,PLANTA,10,3,8,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2016,14837,PLANTA,14,2,4,276,SARDINA COMUN,PECES,L9,HARINA,2,0.0,0,0.0,2.0,ANIMAL
2016,4376,PLANTA,10,3,9,234,JUREL,PECES,L8,CONSERVA,2,0.0,0,0.0,2.0,HUMANO
2016,90339,PLANTA,10,1,1,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2016,90339,PLANTA,10,4,12,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,18478,PLANTA,1,3,7,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,2.0,ANIMAL
2017,18478,PLANTA,1,1,2,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,18478,PLANTA,1,4,11,278,SARDINA ESPAÑOLA,PECES,L9,HARINA,1,8.0,0,8.0,2.0,ANIMAL
2017,90204,PLANTA,15,1,2,234,JUREL,PECES,L9,HARINA,1,7.0,0,7.0,2.0,ANIMAL
2017,90157,PLANTA,1,1,2,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,90157,PLANTA,1,2,5,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,90158,PLANTA,1,2,6,234,JUREL,PECES,L8,CONSERVA,1,4.0,0,4.0,2.0,HUMANO
2017,90158,PLANTA,1,4,11,278,SARDINA ESPAÑOLA,PECES,L9,HARINA,1,12.0,0,12.0,2.0,ANIMAL
2017,90158,PLANTA,1,4,12,278,SARDINA ESPAÑOLA,PECES,L9,HARINA,1,8.0,0,8.0,2.0,ANIMAL
2017,90060,PLANTA,15,1,1,205,ANCHOVETA,PECES,L6,SALADO HUMEDO,2,0.0,0,0.0,2.0,HUMANO
2017,15232,PLANTA,2,4,12,234,JUREL,PECES,L9,HARINA,1,7.0,0,7.0,2.0,ANIMAL
2017,28064,PLANTA,3,3,9,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,90035,PLANTA,4,1,1,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,90035,PLANTA,4,3,8,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,90035,PLANTA,4,4,11,205,ANCHOVETA,PECES,L9,HARINA,1,9.0,0,9.0,2.0,ANIMAL
2017,90035,PLANTA,4,4,12,205,ANCHOVETA,PECES,L9,HARINA,1,12.0,0,12.0,2.0,ANIMAL
2017,90035,PLANTA,4,2,5,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,90035,PLANTA,4,2,6,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,10452,PLANTA,5,2,5,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,10452,PLANTA,5,3,9,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,10452,PLANTA,5,1,3,276,SARDINA COMUN,PECES,L9,HARINA,2,0.0,0,0.0,2.0,ANIMAL
2017,10951,PLANTA,8,1,1,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,2.0,ANIMAL
2017,10951,PLANTA,8,2,4,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,2.0,0,2.0,2.0,HUMANO
2017,10951,PLANTA,8,3,8,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,2.0,ANIMAL
2017,2743,PLANTA,8,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,10.0,0,10.0,2.0,ANIMAL
2017,90071,PLANTA,8,1,2,234,JUREL,PECES,L3,CONGELADO,2,0.0,0,0.0,2.0,HUMANO
2017,15219,PLANTA,8,2,6,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,2332,PLANTA,8,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,11.0,0,11.0,2.0,ANIMAL
2017,2332,PLANTA,8,2,6,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,2.0,ANIMAL
2017,2332,PLANTA,8,4,10,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,17003,PLANTA,8,1,2,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,2068,PLANTA,8,2,4,234,JUREL,PECES,L8,CONSERVA,1,6.0,0,6.0,2.0,HUMANO
2017,2068,PLANTA,8,3,8,234,JUREL,PECES,L8,CONSERVA,2,0.0,0,0.0,2.0,HUMANO
2017,2989,PLANTA,8,3,7,276,SARDINA COMUN,PECES,L3,CONGELADO,1,2.0,0,2.0,2.0,HUMANO
2017,92074,PLANTA,8,3,8,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,92074,PLANTA,8,3,8,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,1688,PLANTA,10,2,5,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,1688,PLANTA,10,4,10,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,14254,PLANTA,10,1,2,205,ANCHOVETA,PECES,L9,HARINA,1,22.0,0,22.0,2.0,ANIMAL
2017,14254,PLANTA,10,1,2,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,14254,PLANTA,10,1,3,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,14254,PLANTA,10,2,6,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,14254,PLANTA,10,3,7,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,14837,PLANTA,14,1,2,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,90339,PLANTA,10,1,1,205,ANCHOVETA,PECES,L9,HARINA,1,20.0,0,20.0,2.0,ANIMAL
2017,90339,PLANTA,10,1,2,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2017,90339,PLANTA,10,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,10.0,0,10.0,2.0,ANIMAL
2017,90339,PLANTA,10,3,9,205,ANCHOVETA,PECES,L9,HARINA,1,10.0,0,10.0,2.0,ANIMAL
2017,90339,PLANTA,10,3,8,276,SARDINA COMUN,PECES,L9,HARINA,1,23.0,0,23.0,2.0,ANIMAL
2018,10951,PLANTA,8,4,11,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,2.0,ANIMAL
2018,2137,PLANTA,8,4,11,234,JUREL,PECES,L3,CONGELADO,2,0.0,0,0.0,2.0,HUMANO
2019,90158,PLANTA,1,4,10,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2024,15232,PLANTA,2,3,8,278,SARDINA ESPAÑOLA,PECES,L10,ACEITE,2,0.0,0,0.0,2.0,ANIMAL
2015,14815,PLANTA,8,4,11,234,JUREL,PECES,L3,CONGELADO,2,0.0,0,0.0,1.997,HUMANO
2015,90053,PLANTA,5,2,4,234,JUREL,PECES,L3,CONGELADO,1,2.23,0,2.23,1.996,HUMANO
2014,15219,PLANTA,8,4,12,205,ANCHOVETA,PECES,L9,HARINA,1,11.411000000000001,0,11.411000000000001,1.9950999999999999,ANIMAL
2014,15458,PLANTA,8,4,12,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,1.992,ANIMAL
2015,90157,PLANTA,1,2,4,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,1.99,ANIMAL
2019,90204,PLANTA,15,3,8,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,1.99,ANIMAL
2019,14837,PLANTA,14,1,2,205,ANCHOVETA,PECES,L9,HARINA,1,9.41,0,9.41,1.99,ANIMAL
2023,18478,PLANTA,1,1,2,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,1.987,ANIMAL
2013,90536,PLANTA,15,4,10,205,ANCHOVETA,PECES,L5,SECO SALADO,2,0.0,0,0.0,1.98,HUMANO
2024,90073,PLANTA,8,2,6,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,1.98,ANIMAL
2013,14837,PLANTA,14,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,10.699,0,10.699,1.9764,ANIMAL
2014,13476,PLANTA,8,3,7,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,1.9685199999999998,ANIMAL
2018,90205,PLANTA,15,2,5,234,JUREL,PECES,L9,HARINA,1,8.472999999999999,0,8.472999999999999,1.964,ANIMAL
2019,90339,PLANTA,10,1,2,205,ANCHOVETA,PECES,L9,HARINA,1,20.4,0,20.4,1.9600000000000002,ANIMAL
2024,14837,PLANTA,14,1,3,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,1.953,ANIMAL
2014,2743,PLANTA,8,4,11,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,1.944,ANIMAL
2022,14837,PLANTA,14,1,2,276,SARDINA COMUN,PECES,L9,HARINA,2,0.0,0,0.0,1.944,ANIMAL
2018,10973,PLANTA,8,4,12,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,1.932,ANIMAL
2022,10951,PLANTA,8,2,5,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,1.919,ANIMAL
2019,1688,PLANTA,10,1,1,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,1.9100000000000001,ANIMAL
2021,14254,PLANTA,10,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,17.543999999999997,0,17.543999999999997,1.909,ANIMAL
2022,17003,PLANTA,8,2,6,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,1.909,ANIMAL
2019,90035,PLANTA,4,2,6,278,SARDINA ESPAÑOLA,PECES,L10,ACEITE,2,0.0,0,0.0,1.9089999999999998,ANIMAL
2022,92548,PLANTA,5,1,2,234,JUREL,PECES,L3,CONGELADO,1,2.0,0,2.0,1.9,HUMANO
2022,2989,PLANTA,8,2,5,205,ANCHOVETA,PECES,L3,CONGELADO,1,197.696,0,197.696,1.9,HUMANO
2021,14254,PLANTA,10,1,2,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,1.89,ANIMAL
2015,15219,PLANTA,8,4,12,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,1.888,ANIMAL
2021,2332,PLANTA,8,4,10,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,1.888,ANIMAL
2020,90035,PLANTA,4,3,7,278,SARDINA ESPAÑOLA,PECES,L10,ACEITE,2,0.0,0,0.0,1.881,ANIMAL
2018,90035,PLANTA,4,1,1,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,1.88,ANIMAL
2019,15494,PLANTA,8,1,1,234,JUREL,PECES,L3,CONGELADO,1,7.16,0,7.16,1.8780000000000001,HUMANO
2015,14815,PLANTA,8,1,2,234,JUREL,PECES,L9,HARINA,1,24.959999999999997,0,24.959999999999997,1.8729999999999998,ANIMAL
2018,90157,PLANTA,1,3,8,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,1.87,ANIMAL
2024,13476,PLANTA,8,2,6,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,1.87,ANIMAL
2018,15494,PLANTA,8,1,1,234,JUREL,PECES,L3,CONGELADO,2,0.0,0,0.0,1.8649999999999998,HUMANO
2015,14837,PLANTA,14,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,9.297,0,9.297,1.861,ANIMAL
2019,10973,PLANTA,8,4,10,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,1.86,ANIMAL
2014,14815,PLANTA,8,4,11,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,1.8542999999999998,ANIMAL
2018,10452,PLANTA,5,4,10,234,JUREL,PECES,L9,HARINA,1,8.865,0,8.865,1.853,ANIMAL
2019,13731,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,4.2,0,4.2,1.85,HUMANO
2020,92074,PLANTA,8,4,11,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,1.845,ANIMAL
